IdCFC;Situacao;Aprovados;NomeFantasia;RazaoSocial;CNPJ;Endereco;Numero;Bairro;Municipio;Telefone;Tipo;PessoaComDeficiencia;Recliclagem;Simulador
0003580045;Bloqueado;0;********;Auto Escola Lideranca Ltda;06120394000106;Av Andrade Neves;150;Centro;Campinas;(019) 3304-8404;Pratico;Nao;Nao;Nao
0001120493;Baixada;0;3 Irmaos;Cfc B Auto Moto Escola 3 Irmaos Ltda Me;00000000000000;Rua Votorantim;277;Barcelona;Sao Caetano Do Sul;(011) 4229-1905;Pratico;Nao;Nao;Sim
0000191935;Bloqueado;0;500 Milhas;Centro De Formacao De Condutores 500milhas Ltda Me;07936100000254;Av Dr Jose Benetti;218;Centro;Piacatu;(018) 3693-1413;Teorico e prático;Nao;Nao;Nao
0008291935;Baixada;0;500 Milhas;Centro De Formacao De Condutores;00000000000000;Av Dr Jose Benetti;218;Centro;Piacatu;(018) 3693-1413;Teorico e prático;Nao;Sim;Sim
0000550661;Bloqueado;0;9 De Julho;Cfc 9 De Julho Ltda Me;02242144000180;Av Sao Geronimo;1140;Sao Domingos;Americana;(011) 3627-7000;Pratico;Nao;Nao;Nao
0000131452;Bloqueado;0;A De Maracai E Regiao S/c Ltda;A De Maracai E Regiao S/c Ltda;04992092000194;Rua Marcilio L Da Rosa;474;Centro;Maracai;(018) 3371-4066;Teorico;Nao;Nao;Sim
0000820213;Bloqueado;0;A Detran;Cfc Uniao Ltda Me;14739586000115;Rua Cel Queiroz;542;Centro;Itapeva;(015) 3524-1010;Teorico;Nao;Nao;Nao
0001360661;Bloqueado;0;A E Aguia;C F C Arnolfo De Azevedo Ltda Me;00000000000000;Av Sao Jeronimo;1140;Sao Domingos Ii;Americana;(000) 0;Pratico;Nao;Nao;Sim
0002440535;Bloqueado;0;A E Alphaville;Centro De Formacao De Condutores Wm Ltda Me;07217154000189;R Carlos Nunes De Paula;1662;Jd Imperial;Sao Jose Dos Campos;(011) 3627-7000;Pratico;Nao;Nao;Nao
0000640227;Baixada;0;A E Antonelli;Sandra Regina Antonelli Me;00000000000000;Rua Mal Deodoro Da Fonseca;2291;Centro;Bernardino De Campos;(014) 3346-1102;Pratico;Nao;Nao;Sim
0000790976;Bloqueado;0;A E Atibaia Filial;Silva E Souza Auto Escola Ltda Me;21822626000234;Avenida Dona Gertrudes;1138;Alvinopolis;Atibaia;(011) 3402-1318;Pratico;Nao;Nao;Sim
0000280164;Baixada;50;A E Avenida;Auto Escola Avenida S/c Ltda;00000000000000;Rua Vigario Jj Rodrigues;836;Centro;Jundiai;(011) 4526-9390;Pratico;Nao;Nao;Sim
0011110122;Bloqueado;0;A E Bela Vista;Koshin Ushizaki;00000000000000;Av Angelo Gristianini;85;J Miriam;Sao Paulo;(011) 5622-5966;Pratico;Nao;Nao;Sim
0007150122;Bloqueado;0;A E Benedito Pereira;Benedito Pereira;00000000000000;Av Sapopemba;2792;Santa Clara;Sao Paulo;(011) 6965-7382;Pratico;Nao;Nao;Sim
0011200122;Bloqueado;0;A E Beneton;Renato Beneton;00000000000000;R Dom Vilares;1079;V Merces;Sao Luiz Do Paraitinga;(011) 6948-1050;Pratico;Nao;Nao;Sim
0003040045;Bloqueado;0;A E Cacula Ii;Caculinha Do Campo Grande Cfc Ltda Me;07010892000150;R Manoel Machado Pereira;192;P Valenca I;Campinas;(011) 3627-7000;Pratico;Nao;Nao;Nao
0000250731;Bloqueado;0;A E Caliman S/c Ltda;Centro De Formacao De Condutores Caliman S/c Ltda;03913620000100;R Fabiano A De Freitas;26;Centro;Ituverava;(016) 3839-2199;Teorico;Nao;Nao;Nao
0000160143;Bloqueado;0;A E Campos;A E Campos Ltda Me;02370612000100;Voluntario Arnaldo De Vilhena;640;Vl Nova;Franca;(016) 3721-4846;Pratico;Nao;Nao;Nao
0000670535;Bloqueado;0;A E Canaa;Miria Cristina Nunes Me;05480771000147;Rua Antonio Saes;78;Centro;Sao Jose Dos Campos;(012) 3308-5772;Pratico;Nao;Nao;Nao
0008410122;Bloqueado;0;A E Capao Redondo;Auto Escola Samaro Sc Ltda;66513359000170;R Henrique San Mindlin;626;Caapao Redondo;Sao Paulo;(011) 5873-8233;Pratico;Nao;Nao;Nao
0000160164;Baixada;85;A E Carlos Gomes;Manoel Fernandes Filho & Cia Ltda Me;00000000000000;Av Sao Paulo;515;Pte S Joao;Jundiai;(011) 4587-0761;Pratico;Nao;Nao;Sim
0000040444;Bloqueado;0;A E Casagrande;Margareth Barros Franco Goulart & Cia Lta;51905131000159;Praca Floriano Peixoto;47;Centro;Mogi Mirim;(019) 3806-2755;Pratico;Nao;Nao;Nao
0001030661;Bloqueado;0;A E Castelo Ii;Edson Muterle Me;06928240000137;Rua Joao Bernestein;148;Vl Lourdes;Americana;(011) 3627-7000;Pratico;Nao;Nao;Nao
0000250766;Baixada;0;A E Catedralle Indai;Auto Escola Nosap De Indaituba Ltda;02865456000140;Rua Antonio Angelino Rossi;470;Jd M Do Sol;Indaiatuba;(011) 3627-7000;Pratico;Nao;Nao;Nao
0001150766;Baixada;0;A E Catedralle Indai;Centro De Formacao De Condutores Nosap Ltda Me;00000000000000;Av Ario Barnabe;1306;Morada Do Sol;Indaiatuba;(000) 0;Pratico;Nao;Nao;Sim
0001150143;Bloqueado;0;A E Central;Cfc B Central Sc Ltda;00000000000000;Rua Major Moura Mattos;589;Vl Rezende;Franca;(016) 7210-906;Pratico;Nao;Nao;Sim
0000160549;Bloqueado;0;A E Delfim Ii;Rosana De Fatima Goncalves Ribeiro;02521082000145;Praca Rozendo P Leite;22;Centro;Lorena;(012) 5523-944;Pratico;Nao;Nao;Nao
0000281319;Bloqueado;0;A E Divinolandense;Aloisio Grespan De Faria Me;18194569000109;Rua Xv De Novembro;4862;Centro;Divinolandia;(019) 3663-1688;Pratico;Nao;Nao;Sim
0000040108;Baixada;0;A E Estoril;Auto Moto Escola Estoril Ltda;00000000000000;R Lucas Fortunato;130;Vl Mathias;Santos;(013) 2326-262;Pratico;Nao;Nao;Sim
0000010549;Baixada;0;A E Fernando Campos;Margarete Mayworm De Araujo;10346389000185;Rua Pedro V De Azevedo;77;Centro;Lorena;(012) 5532-456;Pratico;Nao;Nao;Nao
0000100108;Baixada;0;A E Formula 1;Auto Escola Formula 1 S/c Ltda.;00000000000000;R Bahia;117;Gonzaga;Santos;(013) 2842-538;Pratico;Nao;Nao;Sim
0001870535;Baixada;0;A E Geracao Phn;C F C Geracao Phn S/c Ltda;00000000000000;Av Engenheiro Fco Jose Longo;413;Jd Sao Dimas;Sao Jose Dos Campos;(012) 3931-1200;Pratico;Nao;Nao;Sim
0017350122;Bloqueado;0;A E Guerra Ii;Antonio Roberto Sorriso;00000000000000;Av Prof Alfonso Bovero;312;Sumare;Sao Paulo;(011) 3872-1829;Pratico;Nao;Nao;Sim
0000160108;Baixada;0;A E Indaia;Auto Moto Escola Indaia;00000000000000;Av Ana Costa;438;Gonzaga;Santos;(013) 2840-008;Pratico;Nao;Nao;Sim
0000760143;Baixada;0;A E Integracao;Auto Escola Integracao Sc Ltda;00000000000000;Rua General Telles;665;Estacao;Franca;(016) 3724-4631;Pratico;Nao;Nao;Sim
0001840122;Baixada;0;A E Itamaraty;Nelson Lucas De Andrade Auto Escola;00000000000000;Av S Miguel;2255;Erm Matarazzo;Sao Paulo;(011) 2625-1023;Pratico;Nao;Nao;Sim
0004330122;Baixada;0;A E Itamaraty;Nelson Lucas De Andrade Auto Escola;00000000000000;R Jose Otoni;82;S M Paulista;Sao Paulo;(011) 6131-0766;Pratico;Nao;Nao;Sim
0008350122;Baixada;0;A E Itamaraty;Nelson Lucas De Andrade Auto Escola;00000000000000;Pca Silva Teles;36;Itaim Pta;Sao Paulo;(011) 6561-0761;Pratico;Nao;Nao;Sim
0019600122;Bloqueado;0;A E Itamaraty;Nelson Lucas De Andrade;02100470000233;R Saturnino Pereira;68;Guaianazes;Sao Paulo;(011) 2557-8597;Pratico;Nao;Nao;Nao
0019660122;Bloqueado;0;A E Itamaraty;Nelson Lucas De Andrade Auto Escola;00000000000000;R Augusto Carlos Baumann;361;Itaquera;Sao Paulo;(011) 6286-3889;Teorico;Nao;Nao;Sim
0000041774;Bloqueado;0;A E Itaqua;Auto Escola Itaqua Sc Ltda;66655911000165;Pca Pde Joao Alvares;88;Centro;Itaquaquecetuba;(011) 4640-1278;Pratico;Nao;Nao;Sim
0030880122;Baixada;0;A E Jardim Avelino;Auto Escola Jardim Avelino;07010056000176;Avenida Zelina;867;Vila Zelina;Sao Paulo;(011) 2341-7333;Pratico;Nao;Nao;Nao
0000100549;Bloqueado;0;A E Joao Paulo Ii;Centro De Formacao De Condutores B J P Ii;65043515000114;Praca Conde De Moreira Lima;28;Casa 02 Centro;Lorena;(012) 3152-6667;Pratico;Nao;Nao;Nao
0021250122;Bloqueado;0;A E Jose Bonifacio;Sabina Ribeiro De Souza;02511478000101;Av Jardim Tamoio;536;Itaquera;Sao Paulo;(011) 6171-2099;Pratico;Nao;Nao;Nao
0001660178;Bloqueado;0;A E Liberdade;Cfc Lbd Ltda Me;10650132000201;Rua Sete De Setembro;2365;Centro;Sao Carlos;(016) 3419-2558;Teorico e prático;Nao;Nao;Sim
0000011655;Bloqueado;100;A E M Esc Nova Nino;Lourival Nino Soares;44244739000114;Rua Batista Cepelos;169;Centro;Cotia;(011) 7924-8526;Pratico;Nao;Nao;Nao
0000311655;Baixada;0;A E M Escola Atui;Auto Moto Escola Bethania S/c Ltda Me;00000000000000;Rua Mario Scarvance;53;Centro;Vargem Grande Paulista;(011) 7960-5008;Pratico;Nao;Nao;Sim
0000012201;Baixada;0;A E Magri;Magri Centro De Formacao De Cond S/c Ltda;00000000000000;Rua Senador Lacerda Franco;482;Centro;Torrinha;(014) 6561-556;Pratico;Nao;Nao;Sim
0000880143;Baixada;0;A E Mamede;Mamede & Sampaio Sc Ltda;00000000000000;R Carlos De Vilhena;2642;V Chico Julio;Franca;(016) 7227-968;Pratico;Nao;Nao;Sim
0012910122;Baixada;0;A E Manchete Sc Ltda;A E Manchete Sc Ltda;00000000000000;Av Vila Ema;5224;Vila Ema;Sao Paulo;(011) 6918-4685;Teorico;Nao;Nao;Sim
0003400122;Bloqueado;0;A E Maristela;Nicolas Coutracos;00000000000000;Av N Sra Da Encarnacao;175;J Maria Estela;Sao Paulo;(011) 6946-0402;Teorico;Nao;Nao;Sim
0001750143;Bloqueado;0;A E Marlene;Auto Escola Marlene Sc Ltda;04818475000140;Av Dr Abrahao Brickmann;1663;Leporace;Franca;(016) 3703-7341;Pratico;Nao;Nao;Nao
0000250108;Baixada;100;A E Martins;Auto Escola Martins Ltda Ltda Me.;45049319000140;Av Bernardino De Campos;84;Vila Belmiro;Santos;(013) 3251-7899;Pratico;Nao;Nao;Nao
0030520122;Bloqueado;0;A E Max Itapura;Cfc Max Itapura Ltda Me;06538936000157;Rua Itapura    fone 22251609;472;Tatuape;Sao Paulo;(011) 7723-9359;Pratico;Nao;Nao;Nao
0001270164;Baixada;0;A E Maxi;Cfc B Maxi Rio Branco S S Ltda Me;00000000000000;Dr Cavalcante;500;Centro;Jundiai;(011) 4607-0531;Pratico;Nao;Nao;Sim
0002350122;Bloqueado;0;A E Mestre;Isaac Dominguez Rodriguez;43879188000283;Rua Tito;1269;Lapa;Sao Paulo;(011) 3665-0819;Pratico;Nao;Nao;Nao
0003640122;Baixada;0;A E Mestre;Isaac Dominguez Rodriguez;43879188000100;R Joao Pereira;237;Lapa;Sao Paulo;(011) 3673-1145;Pratico;Nao;Nao;Nao
0012700122;Bloqueado;0;A E Metodo Training;Auto Moto Escola Mt Sc Ltsa;52044427000195;Av Nove De Julho;228;Centro;Sao Paulo;(011) 3105-3370;Pratico;Nao;Nao;Nao
0001960143;Baixada;0;A E Modelo;Auto Escola Modelo S/c Ltda;00000000000000;Avenida Brasil;1911;J Paulistano;Franca;(000) 0;Pratico;Nao;Nao;Sim
0000551074;Baixada;0;A E Morrinhos;Morrinhos - C F C De Veiculos Do Litoral Ltda Me;00000000000000;Av Presidente Vargas;631;P Estuario;Guaruja;(013) 3342-6229;Teorico;Nao;Nao;Sim
0000460164;Baixada;0;A E Mundial;Auto Escola Mundial Sc Ltda Me;00000000000000;R Barao Do Rio Branco;273;Vl Arens;Jundiai;(011) 4526-2396;Pratico;Nao;Nao;Sim
0011590122;Baixada;0;A E Nova Clipper;Benevides & Benevides Sc Ltda;00000000000000;Av Nordestina;371;S M Paulista;Sao Paulo;(011) 2297-8501;Pratico;Nao;Nao;Sim
0000431718;Bloqueado;0;A E Nova Era Ii;Auto Moto Escola Jrv Sc Ltda;00000000000000;Rua Victorio Spinucci;377;Jd Promeca;Varzea Paulista;(011) 4596-6217;Pratico;Nao;Nao;Sim
0031930122;Bloqueado;0;A E Nova Flor Carrao;Cfc Nova Flor Do Carrao;07334643000110;Av Conselheiro Carrao;1767;Vl Carrao;Sao Paulo;(011) 6941-3226;Pratico;Nao;Nao;Nao
0002740122;Baixada;0;A E Objetiva;Cfc Sp Sampa Ltda Me;00159383000145;R Joaquim Floriano;977;Itaim Bibi;Sao Paulo;(011) 3845-1313;Pratico;Nao;Nao;Nao
0023260122;Bloqueado;0;A E Objetiva;Auto Escolas Solucao Sc Ltda;02832336000146;R Roma;516;Lapa;Sao Paulo;(011) 8641-437;Pratico;Nao;Nao;Nao
0018460122;Bloqueado;0;A E Paulo Afonso;Auto Moto Escola Santo Expedito Ltda;02023758000170;Av Aguia De Haia;1855;C Ae Carvalho;Sao Paulo;(011) 2046-3649;Pratico;Nao;Nao;Nao
0000880850;Bloqueado;0;A E Pedra Do Bau;Centro De Formacao De Condutores Lulu Ltda Me;04303330000107;Rua Dos Andradas;437;Centro;Pindamonhangaba;(012) 3642-5155;Pratico;Nao;Nao;Nao
0017590122;Baixada;0;A E Persona;Pmto Escola Persona S/c Ltda;00000000000000;R Alferes Magalhaes;326;Santana;Sao Paulo;(011) 6950-1234;Pratico;Nao;Nao;Sim
0001420143;Bloqueado;0;A E Portinari;Auto Escola Portinari Sc Ltda;03752005000169;R Jose Pires Monteiro;1671;Jd Alvorada;Franca;(016) 3701-5910;Pratico;Nao;Nao;Nao
0000011417;Baixada;0;A E Potirendaba Ltda;Centro De Formacao De Condutores Potirendaba;00000000000000;Largo Bom Jesus;663;Centro;Potirendaba;(017) 2491-545;Pratico;Nao;Nao;Sim
0000881151;Bloqueado;0;A E Praia Grande;Auto Moto Escola Praia Grande Ltda Epp;11840641000170;R Guanabara;52;Boqueirao;Praia Grande;(013) 3591-9097;Pratico;Nao;Nao;Nao
0000280108;Baixada;100;A E Praiana;Auto Escola Praiana;49179724000133;R Goias;5;Boquerao;Santos;(011) 3627-7000;Pratico;Nao;Nao;Nao
0000940766;Baixada;100;A E Prediletta;Centro De Form De Cond Alianca E Cristo Ltda Me;00000000000000;Av Geraldo Hackmann;326;Vl B Faria Lima;Indaiatuba;(000) 0;Pratico;Nao;Nao;Sim
0000340150;Bloqueado;0;A E Preferencial;C F C Preferencial Do Norte Pioneiro Ltda;02098700000439;R Parana;581;Centro;Ourinhos;(014) 3324-5043;Pratico;Nao;Nao;Nao
0019570122;Baixada;0;A E Principal;Lucinete Soares;00000000000000;R Albion;179;Lapa;Sao Paulo;(011) 3641-3144;Pratico;Nao;Nao;Sim
0000610227;Bloqueado;0;A E Progresso;Bia Araujo Ravanelli Me;00000000000000;Rua Catarina Etsuco Umezu;395;Centro;Santa Cruz Do Rio Pardo;(011) 3627-7000;Pratico;Nao;Nao;Sim
0000850080;Bloqueado;0;A E Quatro Rodas;Cfc B Auto Escola Quatro Rodas Marilia Ltda;12372563000190;Rua Parana;151;Banzato;Marilia;(014) 3316-0162;Pratico;Nao;Nao;Nao
0008200122;Baixada;0;A E Renascer;Auto Moto Escola Nova Renascer Ltda;00000000000000;Av Dos Latinos;589;J Sta Terezinha;Sao Paulo;(011) 6721-9861;Pratico;Nao;Nao;Sim
0000460444;Bloqueado;0;A E Revelacao;Centro De Formacao De Condutores Revelacao Ltda;00000000000000;Rua Dr Ulhoa Cintra;772;Centro;Mogi Mirim;(019) 3862-9003;Pratico;Nao;Nao;Sim
0000101473;Baixada;100;A E Rod Bem Louveira;Stefano & Stefano S/c Ltda Me;00000000000000;Av Paulo Prado;128;Sto Antonio;Louveira;(019) 3848-1286;Teorico;Nao;Nao;Sim
0018670122;Bloqueado;0;A E Santana;Domel Auto Escolas & Cia Ltda;00000000000000;Av Maria Amalia Lopes Azevedo;576;Tremembe;Sao Paulo;(011) 2222-2222;Teorico;Nao;Nao;Sim
0000670143;Baixada;0;A E Sao Cristovao;Auto Escola Sao Cristovao Sc Ltda;00000000000000;Rua General Telles;374;Estacao;Franca;(016) 3722-7804;Pratico;Nao;Nao;Sim
0000700661;Bloqueado;100;A E Sao Cristovao;Auto Escola Sao Cristovao Sc Ltda;00000000000000;Rua Itacolomi;133;Jardim Ipiranga;Americana;(000) 0;Pratico;Nao;Nao;Sim
0000850661;Bloqueado;0;A E Sao Cristovao;Auto Escola Diferente Ii;02895255000195;Rua Heitor Penteado;140232;Centro;Americana;(011) 3627-7000;Pratico;Nao;Nao;Nao
0000070136;Baixada;0;A E Sao Judas Tadeu;Auto Escola Sao Judas Tadeu S/c Ltda.;00000000000000;R Anizio Ortiz Monteiro;25;Centro;Taubate;(012) 2321-858;Pratico;Nao;Nao;Sim
0001720535;Bloqueado;0;A E Sao Judas Tadeu;C F C Direcao Veicular Sjudas Tadeu Sc Ltda;00000000000000;Av Jk;4695;Jd Paulista;Sao Jose Dos Campos;(012) 3922-2501;Pratico;Nao;Nao;Sim
0000220626;Bloqueado;0;A E Sao Manuel;Cfc Sao Manuel Ltda Me;03876980000189;Av Elizeu Augusto Teixeira;89;Centro;Sao Manuel;(014) 6841-2461;Pratico;Nao;Nao;Nao
0000252131;Bloqueado;0;A E Sao Roque;Mendonca E Roque Ltda - Me;12109626000110;Av Domingos C Grimaldi;32;Centro;Peruibe;(013) 3453-4604;Pratico;Nao;Nao;Sim
0001510143;Bloqueado;0;A E Senne;A E Senne Ltda;03317899000169;Rua Padre Conrado;790;V Santos Dumont;Franca;(016) 3723-3500;Pratico;Nao;Nao;Nao
0000250171;Bloqueado;0;A E Serafim & Braga;Centro De Formacao Serafim & Braga S/c Ltda;51315216000187;Rua Santa Barbara;10;Centro;Braganca Paulista;(011) 4034-0060;Pratico;Nao;Nao;Nao
0000790178;Bloqueado;0;A E Sete De Setembro;Auto Moto Escola Sete De Setembro S/c Ltda;01638680000136;Rua Sete De Setembro;3204;Centro;Sao Carlos;(016) 2726-249;Pratico;Nao;Nao;Nao
0000101774;Bloqueado;75;A E Silvia Helena;Auto Moto Escola Silvia Helena S/s Ltda;01150439000163;Est Do Mandi;618;Mandi;Itaquaquecetuba;(011) 4645-4344;Pratico;Nao;Nao;Nao
0000071200;Bloqueado;0;A E Sinal Verde;Auto Escola Sinal Verde;08219061000156;Av Joao Rodrigues Fernandes;5664;Centro;Auriflama;(017) 3482-2933;Teorico e prático;Nao;Nao;Nao
0000070584;Bloqueado;0;A E Sinal Verde;Suguiura & Fernandes S C Ltda;02294996000110;Av Jonas Alves De Mello;1536;Centro;Pereira Barreto;(018) 3704-2991;Pratico;Nao;Nao;Nao
0000580535;Bloqueado;100;A E Sinal Verde;Auto Escola Sinal Verde S/c Ltda;02906324000119;Rua Francisco Rafael;122;Centro;Sao Jose Dos Campos;(012) 3921-2330;Pratico;Nao;Nao;Nao
0002411662;Bloqueado;0;A E Styllos Ii;Cfc Weverson E Silva Ltda Me;11602061000145;Av Dona Ruyce Ferraz Alvim;2014;Vila Nogueira;Diadema;(011) 4044-1168;Pratico;Nao;Nao;Nao
0000731515;Bloqueado;0;A E Suprema;Auto Escola Nova Suprema Sc Ltda Me;00553631000138;Estr Kizaemon Takeuti;3021;Jd Pirqajussara;Taboao Da Serra;(011) 4137-8273;Pratico;Nao;Nao;Nao
0050981515;Bloqueado;0;A E Suprema;Cfc Suprema Master Ltda Me;16434101000100;Estr Kizaemon Takeuti;1738;Jd Roberto;Taboao Da Serra;(011) 4137-2996;Teorico;Nao;Nao;Nao
0000821774;Bloqueado;0;A E Talisma Ii;Cfc B Vantini E Fenerich Ltda;06341089000136;Praca Padre Joao Alvares;176;Centro;Itaquaquecetuba;(011) 4753-2749;Pratico;Nao;Nao;Nao
0000850976;Baixada;0;A E Teorico Atibaia;L Centro Formacao De Cond Teorico Atibaia Ltda Me;28037506000194;Rua Joao Pires;176;Centro;Atibaia;(011) 7137-1933;Teorico;Nao;Nao;Nao
0031450122;Bloqueado;0;A E Topazio Ii;Cfc Souza Mendes Ltda Me;07324682000137;Av Ten Amaro Da Silveira;1320;Pq Novo Mundo;Sao Paulo;(011) 6954-4901;Pratico;Nao;Nao;Nao
0000820143;Baixada;0;A E Transito Livre;Cfc Cat B Transito Livre Sc Ltda;00000000000000;Av Adhemar P De Barros;444;J Riviera;Franca;(016) 7274-471;Pratico;Nao;Nao;Sim
0011560122;Bloqueado;0;A E Trevo;Ronaldo Beneton;00000000000000;R Edmundo Carvalho;129;V Natalia;Sao Paulo;(011) 6946-9373;Pratico;Nao;Nao;Sim
0000490108;Baixada;0;A E Uniao;Auto Escola Uniao Ltda.me;44965341000177;Av Pedro Lessa;1602;Estuario;Santos;(016) 2365-111;Pratico;Nao;Nao;Nao
0000910143;Baixada;0;A E Unika;Auto Escola Unika Sc Ltda;00000000000000;R Dr Julio Cardoso;2312;Centro;Franca;(016) 7225-290;Pratico;Nao;Nao;Sim
0000520108;Baixada;0;A E Via Brasil;Jose Geraldo De Luna Me;06239298000173;Av Nossa Sra De Fatima;620;Sta Maria;Santos;(011) 3627-7000;Pratico;Nao;Nao;Sim
0000970143;Bloqueado;0;A E Vida;Auto Escola Vida Sc Ltda;02243451000185;Av Brasil;2491;V Aparecida;Franca;(016) 3725-1438;Pratico;Nao;Nao;Nao
0001300157;Baixada;0;A E Vila Alice;Auto Escola Vila Alice Ltda;00000000000000;Rua Ita;65;Vl Alice;Santo Andre;(011) 4498-280;Pratico;Nao;Nao;Sim
0000640164;Bloqueado;0;A E Vila Arens;Centro De Formacao De Cond Vila Arens Ltda;50953850000182;Rua Italia;262;Jd Cica;Jundiai;(011) 4526-4224;Pratico;Nao;Nao;Nao
0005650122;Bloqueado;0;A E Vila Esperanca;Soldi & Cardoso Ltda;50709278000100;Av Rio Mirivai;132;Jd Oliveiras;Sao Paulo;(011) 6963-2345;Pratico;Nao;Nao;Nao
0001270122;Baixada;0;A E Vila Formosa;Antonio Malicia;00000000000000;Av Dr Eduardo Cotching;2086;V Formosa;Sao Paulo;(011) 2710-647;Teorico;Nao;Nao;Sim
0000880122;Bloqueado;75;A E Vila Maria;Moraes E Moraes Ltda;62206529000113;Pca Sto Eduardo;83;V Maria;Sao Paulo;(011) 6955-5703;Pratico;Nao;Nao;Nao
0001000122;Bloqueado;0;A E Vila Maria;Moraes E Moraes Ltda;62206529000202;Rua Pde Saboia De Medeiros;580;V Maria;Sao Paulo;(011) 2016-462;Pratico;Nao;Nao;Nao
0005140122;Baixada;0;A E Vila Maria;Moraes E Moraes Ltda;62206529000385;Av Gustavo Adolfo;492;V Gustavo;Sao Paulo;(011) 2012-440;Pratico;Nao;Nao;Nao
0018970122;Baixada;0;A E Vila Matilde;Furlanis & Filho Auto Moto Escola Sc Ltda;00000000000000;Av Melchert;808;Vila Matilde;Sao Paulo;(011) 2345-6789;Pratico;Nao;Nao;Sim
0001390143;Baixada;0;A Esc Modelo;Auto Escola Modelo Sc Ltda.;00000000000000;Av Presidente Vargas;712;Cidade Nova;Franca;(016) 3724-2996;Pratico;Nao;Nao;Sim
0000251508;Bloqueado;0;A Escola Alternativa;F R L Leonarde Me;07407538000164;Rua Campos Sales;153;Centro;Campo Limpo Paulista;(011) 4038-4188;Pratico;Nao;Nao;Nao
0000160038;Bloqueado;0;A Escola Chidichino;Centro F Condutores Chidichino S/a Ltda;03732867000120;Rua Visconde Do Rio Branco;1587;Vl Padovan;Botucatu;(014) 3814-6043;Pratico;Nao;Nao;Nao
0000160612;Baixada;0;A Escola Continental;Centro De Formacao De Condutores D & D Ltda Me;10326318000110;Rua Joaquim Da Costa Maciel;526;Centro;Cosmorama;(017) 3836-7452;Teorico e prático;Nao;Sim;Sim
0000250038;Bloqueado;0;A Escola Formula I;Pilan & Camargo Cfc De Condutores S/c Ltda Me;03724265000120;Av Floriano Peixoto;787;Centro;Botucatu;(014) 6822-3656;Pratico;Nao;Nao;Nao
0001090073;Bloqueado;0;A Escola Frei Galvao;Centro Formacao Condutores Ab Frei Galvao Ltda Me;00371968000124;Av Santa Catarina;1494;Dist. Potunduva;Jau;(014) 3629-2425;Teorico e prático;Nao;Nao;Nao
0000521907;Bloqueado;0;A Escola Instrutor;Centro De Formacao De Condutores B Instrutor Ltme;08861124000173;R Belizario Pereira De Carvalh;115;J J Carvalho;Ferraz De Vasconcelos;(011) 4679-7564;Pratico;Nao;Nao;Nao
0000580017;Bloqueado;0;A Escola Locatelli;Auto Escola Locatelli De Assis Ltda Me;12712951000172;Rua Sao Paulo;197;Vila Xavier;Assis;(018) 3323-2346;Pratico;Nao;Nao;Nao
0000070444;Baixada;100;A Escola Mogi Mirim;Auto Escola Mogi Mirim Ltda Me;00000000000000;Rua Chico Venancio;110;Centro;Mogi Mirim;(019) 3862-2798;Pratico;Nao;Nao;Sim
0000820920;Bloqueado;0;A Escola N Harmonia;Centro F C B Auto Moto Esc Nova Harmonia Ltda-me;10692273000106;Rua Regina Cabalau Mendonca;139;Jd Sao Luis;Suzano;(011) 4759-4660;Pratico;Nao;Nao;Nao
0000161039;Baixada;0;A Escola Papaleguas;J G Da Silva & D C Da Cruz Ltda Me;00000000000000;Rua Lisboa;1897;Centro;Nova Luzitania;(017) 3483-7101;Teorico e prático;Nao;Nao;Sim
0000310087;Bloqueado;100;A Escola Piracicaba;Paulo Vinicius Vaz De Toledo;00000000000000;Rua Prudente De Moraes;359;Centro;Piracicaba;(019) 4225-469;Pratico;Nao;Nao;Sim
0000370227;Baixada;0;A Escola Piscinato;Luiz Carlos Piscinato Junior Me;00000000000000;Rua Cristiano R Da Silva;658;Centro;Ipaussu;(014) 0;Pratico;Nao;Nao;Sim
0000580143;Bloqueado;0;A Escola Rodrigues;Auto Escola Rodrigues Sc Ltda;02379665000183;Av Dr Abrahao Brickman;1441;Jd Portinari;Franca;(016) 3704-7943;Pratico;Nao;Nao;Nao
0000550045;Baixada;0;A Escola Sao Jorge;Centro Formacao De Condutores Sao Jorge Ltda;00000000000000;R Jose Paulino;1426;Centro;Campinas;(019) 2313-004;Pratico;Nao;Nao;Sim
0000071410;Bloqueado;0;A Escola Sta Barbara;C F C De Veiculos Munhoz & Munhoz Ltda Me;07337003000164;Rua Adhemar De Barros;125;Centro;Aguas De Santa Barbara;(014) 3765-1469;Pratico;Nao;Nao;Nao
0000490087;Bloqueado;0;A Escola Universal;Auto Escola Universal Sc Ltda Me;60719671000139;Rua Santa Cruz;1591;Centro;Piracicaba;(019) 4228-633;Pratico;Nao;Nao;Nao
0004720122;Bloqueado;0;A Escola Vergueiro;Bento Julio Guidini;00000000000000;Rua Vergueiro;7486;Ipiranga;Sao Paulo;(011) 5062-7879;Pratico;Nao;Nao;Sim
0006461018;Baixada;0;A Jurema;C F C  a  jurema Ltda. Me.;08656385000151;Av Jurema;660;Jd Carvalho;Guarulhos;(011) 3627-7000;Teorico;Nao;Nao;Nao
0032170122;Bloqueado;0;A M E  frat;Cfc Frat Ltda Me;00000000000000;Rua Gaspar Viana;13;Vila Formosa;Sao Paulo;(011) 3794-6970;Pratico;Nao;Nao;Sim
