IdCFC;Situacao;Média Aprovados;NomeFantasia;RazaoSocial;CNPJ;Endereco;Número;Bairro;Municipio;Telefone;Tipo;PessoaComDeficiencia;Recliclagem;Simulador;Média das avaliações: item Ensino;Média das avaliações: item Transparência;Média das avaliações: item Instalações;Média das avaliações: item Atendimento;Média das avaliações: item Agenda;Média das avaliações: item Preço;Média das avaliações: item Localização;Quantidade de avaliações;Nota média das avaliações
0037960122;Credenciado;0;A Capelinha;Centro De Formacao De Condutores A Capelinha Ltda;13264953000109;Estr De Itapecerica;2976;Jd Heloisa;Sao Paulo;(011) 5842-8484;Teorico;Nao;Sim;Sim;4.5;4.5;4.0;4.5;4.5;4.1;4.6;72;4.4
0013480122;Credenciado;62;A E Aeroporto;Auto Escola Aeroporto Ltda Me;54225636000160;R Vieira De Moraes;1458;Campo Belo;Sao Paulo;(011) 5044-5714;Pratico;Sim;Nao;Sim;5.0;4.8;4.6;5.0;5.0;4.6;4.8;5;4.8
0001001088;Credenciado;67;A E Alternativa;Auto Escola Azevedo Sodario Ltda-me;15264150000180;Rua Rui Barbosa;160;Centro;Jacarei;(012) 3953-4572;Teorico e pratico;Nao;Nao;Sim;4.5;4.0;3.0;4.0;4.0;4.0;4.0;2;4.0
0000042229;Credenciado;54;A E Aracoiaba;Centro De Formacao De Condutores B Aracoiaba Ltda;03036846000170;Av Manoel Vieira;488;Centro;Aracoiaba Da Serra;(015) 3281-1310;Pratico;Nao;Nao;Sim;--;--;--;--;--;--;--;0;--
0000040143;Credenciado;58;A E Atual;Auto Escola Atual Sc Ltda;02388075000117;Rua Vol Adriano Cintra;361;Stos Dumont;Franca;(016) 3721-3131;Pratico;Nao;Nao;Nao;5.0;5.0;5.0;5.0;5.0;5.0;5.0;1;5.0
0000070143;Credenciado;78;A E Bandeirantes;Auto Escola Bandeirantes Sc Ltda;02370610000102;Av Major Nicacio;1498;Centro;Franca;(016) 7240-800;Pratico;Nao;Nao;Nao;5.0;5.0;5.0;5.0;5.0;4.8;4.8;5;4.9
0004270241;Credenciado;55;A E Boa Vista 4;Centro De Formacao De Condutores Boa Vista Ltda Me;05159990000471;Rua Jose Maria Do Carmo;31;Morada Acacias;Limeira;(019) 3451-4327;Pratico;Nao;Nao;Nao;--;--;--;--;--;--;--;0;--
0003580241;Credenciado;59;A E Boa Vista Iii;Centro De Formacao De Condutores Boa Vista Ltda-me;05159990000390;Av Doutor Antonio De Luna;789;Pq Res Aeroport;Limeira;(011) 3627-7000;Pratico;Nao;Sim;Sim;5.0;4.0;5.0;5.0;1.0;4.0;4.0;2;4.0
0000521151;Credenciado;70;A E Boqueirao;Auto Moto Escola Boqueirao Ltda;05286417000186;Av Pres Costa E Silva;1061;Boqueirao;Praia Grande;(013) 3473-8522;Pratico;Nao;Nao;Nao;4.9;4.7;4.6;4.8;4.6;4.3;4.9;21;4.7
0000130164;Credenciado;61;A E Central;Centro De Formacao De Condutores B Central Ltda;54132519000152;R Vigario Joao Jose Rodrigues;734;Centro;Jundiai;(011) 4526-2181;Pratico;Nao;Nao;Nao;4.9;4.3;4.7;4.4;4.1;4.4;4.7;9;4.5
0000131641;Credenciado;76;A E Chiquinho;Centro Formacao De Condutores Reis & Silva Ltda;03722073000185;R Coronel Antonio Jacinto;1550;Centro;Patrocinio Paulista;(016) 3145-1105;Teorico e pratico;Nao;Sim;Nao;4.3;4.3;4.3;3.7;4.3;4.0;4.7;3;4.2
0000100647;Credenciado;84;A E Cruzeiro Do Sul;Auto Escola Cruzeiro Do Sul Ltda - Me;49651375000100;Rua Cinco;2056;Centro;Jales;(017) 3632-6420;Pratico;Sim;Nao;Nao;4.7;4.7;5.0;4.7;4.7;4.3;4.3;3;4.6
0024610122;Credenciado;65;A E Decisao;Fcc B Sn S/c Ltda;04911773000180;Rua Giovani Amadeo;33;Jd Campo Limpo;Sao Paulo;(011) 5846-0880;Pratico;Nao;Nao;Nao;4.8;5.0;4.7;5.0;4.8;5.0;4.8;6;4.9
0002560535;Credenciado;51;A E Destak;Centro De Formacao De Condutores Destak Eireli;02707076000187;Pca Primeiro De Maio;122;P N Horizonte;Sao Jose Dos Campos;(012) 3907-8489;Pratico;Nao;Nao;Nao;4.0;4.0;4.0;4.0;5.0;5.0;5.0;1;4.4
0000551151;Credenciado;68;A E Direcao;Centro De Formacao De Condutores Direcao S/c Ltda;05441801000106;Av Maria Cavalcanti Da Silva;530;Jd Samambaiaa;Praia Grande;(013) 3594-1632;Teorico e pratico;Sim;Nao;Nao;4.8;4.7;4.8;4.8;4.8;4.5;4.7;20;4.7
0000460535;Credenciado;58;A E Educativa;Auto Escola Araujo Sgarbi Ltda;96482633000152;Av Juscelino K Oliveira;7752;Vl Industrial;Sao Jose Dos Campos;(012) 3912-1283;Teorico e pratico;Nao;Sim;Sim;4.5;4.5;4.5;4.5;4.5;4.3;4.6;13;4.5
0000430164;Credenciado;60;A E Eloy Chaves;Auto Escola Eloy Chaves S/c Ltda Me;00931482000101;Rua Benedito C De Andrade;521;Pq Eloy Chaves;Jundiai;(011) 4582-1864;Pratico;Nao;Nao;Sim;4.4;4.4;4.5;4.1;4.0;4.1;4.6;27;4.3
0020350122;Credenciado;71;A E Eng Goulart;Auto Escola Kuka Sc Ltda;02412437000168;Av Alfredo Ribeiro De Castro;666;Eng Goulart;Sao Paulo;(011) 2621-2677;Pratico;Nao;Nao;Sim;4.4;4.3;4.4;4.2;4.0;3.9;4.4;10;4.2
0001450164;Credenciado;63;A E Fazenda Grande;Centro De Formacao De Cond Ab Fazenda Grande Ltda;29764660000120;R Benedito Lino De Souza;27;Fazenda Grande;Jundiai;(011) 2449-4974;Teorico e pratico;Nao;Sim;Sim;4.7;4.7;4.8;4.9;4.5;4.5;4.9;34;4.7
0000190164;Credenciado;60;A E Globo;Aroldo Corradini & Cia Ltda Me;50964790000101;Rua Campos Salles;69;Centro;Jundiai;(011) 4586-4221;Pratico;Nao;Nao;Nao;5.0;4.5;4.0;4.2;4.6;4.6;4.6;5;4.5
0000280143;Credenciado;64;A E Globo;Auto Escola Globo Ltda;02379664000139;R Voluntarios Da Franca;558;Estacao;Franca;(016) 3721-2320;Pratico;Nao;Nao;Nao;4.0;3.5;4.0;3.5;3.5;4.0;4.0;2;3.8
0001840535;Credenciado;65;A E Graeli Ii;Centro De Formacao De Condutores Joseense S/c Ltda;02770688000114;Av Cidade Jardim;5436;Bq Eucaliptos;Sao Jose Dos Campos;(012) 3018-9795;Pratico;Nao;Nao;Nao;5.0;4.8;5.0;5.0;4.2;4.9;5.0;8;4.8
0001570143;Credenciado;56;A E Guarani;Autoescola Guarany Ltda Me;62907217000218;Av Dr Azarias Martins;1063;Centro;Restinga;(016) 3143-1178;Pratico;Nao;Nao;Nao;--;--;--;--;--;--;--;0;--
0000310143;Credenciado;58;A E Guarany;A E Guarany Ltda - Me;62907217000137;Rua General Telles;1181;Centro;Franca;(016) 3721-9484;Pratico;Nao;Nao;Nao;5.0;5.0;5.0;5.0;5.0;5.0;5.0;1;5.0
0000490164;Credenciado;56;A E Hortolandia;Auto Escola Hortolandia S/c Ltda Me;74164112000114;Rua Itirapina;1186;Hortolandia;Jundiai;(011) 4582-8652;Pratico;Nao;Nao;Sim;4.6;4.3;4.6;4.6;3.9;3.6;4.1;7;4.2
0000250164;Credenciado;59;A E Icarai;Auto Escola Icarai Ltda Me;44652246000113;Av Samuel Martins;1013;Vl Progresso;Jundiai;(011) 4607-8786;Pratico;Nao;Nao;Nao;5.0;4.9;4.4;4.7;4.9;4.6;4.9;7;4.8
0025180122;Credenciado;84;A E Independencia;Cfc Maraca Ltda Me;05238834000153;Rua Garcia De Orca;31;P Independencia;Sao Paulo;(011) 5873-2333;Pratico;Nao;Nao;Nao;4.0;4.7;3.7;4.0;4.7;3.3;4.7;3;4.1
0001480143;Credenciado;69;A E Jaiminho;Jaiminho Auto Escola Ltda;02357219000178;R Maestro Joao Caetano Menezes;470;Centro;Cristais Paulista;(016) 3133-1591;Pratico;Nao;Nao;Nao;5.0;5.0;5.0;5.0;5.0;4.0;5.0;2;4.9
0016240122;Credenciado;64;A E Javarotti;Cfc Javarotti Ltda;68470475000185;Rua Doutor Pinto Ferraz;235;Vila Mariana;Sao Paulo;(011) 5539-5800;Pratico;Sim;Nao;Nao;5.0;5.0;5.0;5.0;5.0;4.5;5.0;2;4.9
0000550164;Credenciado;62;A E Lago Azul;Auto Escola Lago Azul S/c Ltda;02562374000126;Av Samuel Martins;1794;Jd Do Lago;Jundiai;(011) 4516-1847;Pratico;Nao;Nao;Nao;4.8;4.5;5.0;4.7;4.7;4.6;4.8;6;4.7
0000370143;Credenciado;65;A E Levy & Ely;Levy & Ely Auto Escola Sc Ltda;02493298000144;R Jose Maria Jacinto Rebelo;5580;Sta Terezinha;Franca;(011) 3627-7000;Pratico;Nao;Nao;Nao;--;--;--;--;--;--;--;0;--
0003400101;Credenciado;66;A E M Escola Alberto;Centro De Formacao De Condutores B Ltda Me;05871047000144;Rua Maranhao;1755;Ipiranga;Ribeirao Preto;(016) 3966-3387;Pratico;Nao;Nao;Nao;--;--;--;--;--;--;--;0;--
0000400143;Credenciado;57;A E Manchete;Claudino E Bastianini Sc Ltda;02389549000145;Av Chico Julio;4106;Vl Imperador;Franca;(016) 3724-5284;Pratico;Nao;Nao;Nao;4.0;4.0;3.5;4.5;4.0;4.0;4.5;2;4.1
0000220108;Credenciado;68;A E Manhattan;Auto Moto Escola Manhattan Ltda.;02145021000120;Av Cons Nebias;376;Vl Mathias;Santos;(016) 2326-257;Teorico e pratico;Nao;Nao;Sim;5.0;5.0;4.5;5.0;5.0;4.4;4.8;8;4.8
0001151774;Credenciado;67;A E Maria Helena;Centro De Formacao De Condutores Maria Helena Ltda;34994702000150;Estrada Da Agua Chata;754;Pq Piratininga;Itaquaquecetuba;(011) 4755-8285;Teorico e pratico;Nao;Nao;Nao;--;--;--;--;--;--;--;0;--
0000070052;Credenciado;88;A E Maringolo;Auto Escola Maringolo Ltda;64982150000120;Rua Dr Moacyr Troncoso Peres;126;Centro;Casa Branca;(019) 3671-3193;Teorico e pratico;Nao;Nao;Sim;--;--;--;--;--;--;--;0;--
0001900143;Credenciado;62;A E Metropole;Centro De Formacao Metropole S/a Ltda;04834266000190;Av Chico Julio;3246;Vl Chico Julio;Franca;(016) 3724-3574;Pratico;Nao;Nao;Nao;5.0;5.0;4.5;5.0;5.0;4.5;4.5;2;4.8
0000430143;Credenciado;68;A E Modelo;Auto Escola Modelo Sc Ltda;02227672000160;Rua Minas Gerais;1045;Vila Aparecida;Franca;(016) 3723-2553;Teorico e pratico;Nao;Nao;Nao;--;--;--;--;--;--;--;0;--
0000460143;Credenciado;69;A E Montanini;Auto Escola Montanini Sc Ltda;02223323000170;Rua General Osorio;1755;Centro;Franca;(016) 3722-3538;Pratico;Nao;Nao;Nao;--;--;--;--;--;--;--;0;--
0000490143;Credenciado;57;A E N Sra Aparecida;A E Nossa Senhora Aparecida Ltda Me;02516133000140;Rua Major Duarte;157;Res Baldassari;Franca;(016) 3724-1897;Pratico;Nao;Nao;Nao;--;--;--;--;--;--;--;0;--
0023980122;Credenciado;63;A E Nativa;Gabriel C F C S/c Ltda;03817078000191;Av Julio Buono;2707;V Ede;Sao Paulo;(011) 2987-4671;Pratico;Nao;Nao;Nao;4.7;4.4;4.4;4.7;4.4;4.1;4.2;12;4.4
0000371774;Credenciado;61;A E Nativa;Centro De Formacao De Condutores Nativa Ltda Me;06089127000105;Est Santa Isabel;1521;Vl Zezuina;Itaquaquecetuba;(011) 4640-1097;Pratico;Nao;Nao;Nao;4.6;4.6;4.6;4.7;4.4;4.4;4.4;36;4.5
0003670157;Credenciado;56;A E Nova Adriatico;Douglas Lopes Da Silva Cen De For De Condutores Me;23190773000183;Rua Paulo Novais;950;Vila Vitoria;Santo Andre;(011) 4971-4827;Pratico;Nao;Nao;Nao;4.8;4.8;4.7;5.0;5.0;4.8;5.0;6;4.9
0015790122;Credenciado;78;A E Nova America;Santana & Rosalen Ltda Me;65079907000133;P Nippon;425;Jardim Japao;Sao Paulo;(011) 2212-3966;Pratico;Nao;Nao;Sim;5.0;4.7;4.3;5.0;5.0;4.7;4.7;3;4.8
0000670227;Credenciado;86;A E Nova Avenida;Gerson Azevedo Garcia Auto Escola Me;10559180000108;R Cristiano R Da Silva;658;Centro;Ipaussu;(011) 3627-7000;Pratico;Nao;Nao;Nao;5.0;5.0;5.0;5.0;5.0;5.0;5.0;1;5.0
0000280227;Credenciado;78;A E Nova Avenida;Auto Escola Zanete & Garcia Ltda Me;05945162000116;Av Cel Clementino Goncalves;299;Santa Aureliana;Santa Cruz Do Rio Pardo;(014) 3372-8888;Pratico;Nao;Nao;Sim;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2;5.0
0002561662;Credenciado;62;A E Nova Conquista;Cfc Auto Moto Escola Cris Ltda;39594904000128;Av Afonso Monteiro Da Cruz;1361;Serraria;Diadema;(011) 4044-2007;Pratico;Nao;Nao;Nao;--;--;--;--;--;--;--;0;--
0000851515;Credenciado;66;A E Nova Esperanca;Cfc B Nova Esperanca Ltda;13743949000123;Rua Dos Miosotis;123;Pq Pinheiros;Taboao Da Serra;(011) 4135-1840;Pratico;Nao;Nao;Nao;4.0;4.0;4.0;4.0;5.0;4.0;4.0;1;4.1
0000762082;Credenciado;66;A E Nova Geracao;Cfc Nova Geracao Hortolandia Ltda Me;17046626000131;Avenida Anhanguera;373;Vila Real Cont;Hortolandia;(019) 3819-1768;Teorico e pratico;Nao;Sim;Sim;4.9;4.9;4.9;4.9;4.9;4.9;4.9;78;4.9
0004090122;Credenciado;56;A E Nova Luciana;Auto Escola Nova Luciana Me;07185076000188;R Pedro Durante;4;Jd Jussara;Sao Paulo;(011) 5514-6510;Pratico;Nao;Nao;Sim;5.0;4.7;4.5;5.0;4.6;4.0;4.5;6;4.6
0026981515;Credenciado;66;A E Nova Opcao;Cfc A Plus Ltda Me;10718511000105;Av Felicio Barutti;292;Cid Intercap;Taboao Da Serra;(011) 4786-5280;Teorico e pratico;Nao;Sim;Sim;4.4;4.4;4.4;4.4;4.3;3.9;4.3;49;4.3
0000131599;Credenciado;64;A E Nova Vinhedo;Centro De Formacao De Condutores B Nova Vinhedo Lt;04177628000118;Rua Antonio Vendramini;140;Nova Vinhedo;Vinhedo;(019) 3876-6588;Pratico;Nao;Nao;Nao;4.8;4.9;4.8;4.8;4.5;4.5;4.7;11;4.7
0001060143;Credenciado;57;A E Palio;Auto Escola Palio Ltda Me;02338349000163;Av Brasil;2850;Vl Aparecida;Franca;(016) 3725-2925;Pratico;Nao;Nao;Nao;--;--;--;--;--;--;--;0;--
0000190248;Credenciado;78;A E Paraiso;Favaro & Nedog Ltda Me;47752043000197;Av M 25;1426;Pq Industrias;Rio Claro;(019) 3534-2697;Pratico;Nao;Nao;Nao;5.0;5.0;2.0;5.0;5.0;5.0;5.0;1;4.6
0000730164;Credenciado;53;A E Parati;Cfc B Parati S/c Ltda Me;58387424000130;Rua Baronesa Do Japi;368;Centro;Jundiai;(011) 4521-5542;Pratico;Nao;Nao;Nao;4.0;4.7;3.7;4.7;3.0;4.3;5.0;3;4.2
0000070570;Credenciado;86;A E Penapolense;Centro De Formacao De Condutores Penapolense Ltda;03545196000198;R Rui Barbosa;694;Centro;Penapolis;(018) 3653-1751;Teorico e pratico;Sim;Sim;Sim;4.9;4.9;4.4;4.9;4.1;4.4;4.6;9;4.6
0000130199;Credenciado;82;A E Pereira;Centro De Formacao De Condutores Pereira Ltda.epp;53220521000110;Rua Pernambuco;4547;S Judas Tadeu;Votuporanga;(017) 3421-7143;Pratico;Sim;Nao;Sim;4.7;4.7;4.7;4.9;4.7;4.2;4.9;11;4.7
0000940164;Credenciado;63;A E Piloto;Centro De Formacao De Condutores Piloto S/c Ltda;01953501000155;Rua Hisaschi Nagahoka;3505;Jd Sao Vicente;Jundiai;(011) 4581-6790;Pratico;Nao;Nao;Sim;4.4;4.2;4.4;4.5;4.2;4.3;4.8;13;4.4
0000760164;Credenciado;53;A E Pirapora;Auto Escola Pirapora S/c Ltda Me;51921336000128;Rua Bom Jesus De Pirapora;1055;Vianelo;Jundiai;(011) 4587-1755;Pratico;Nao;Nao;Nao;4.9;4.9;4.6;4.9;4.6;4.4;4.8;9;4.7
0000700150;Credenciado;78;A E Preferencial;Preferencial Centro De Formacao De Condutores Ltda;09194612000137;R Parana;646;Centro;Ourinhos;(014) 3324-5043;Teorico e pratico;Sim;Nao;Nao;5.0;5.0;5.0;5.0;4.0;5.0;5.0;2;4.9
0000820164;Credenciado;66;A E Rami;Auto Escola Rami S/c Ltda Me;00222457000140;Rua Bom Jesus De Pirapora;2949;Vl Rami;Jundiai;(011) 4816-7500;Pratico;Nao;Nao;Sim;5.0;4.8;4.7;4.8;4.6;4.5;4.8;10;4.7
0000252117;Credenciado;68;A E Rio Grande;Auto Escola Rio Grande Eireli;09130914000141;Av Dom Pedro I;872;Centro;Rio Grande Da Serra;(011) 4821-2190;Pratico;Nao;Nao;Nao;4.6;4.8;4.5;4.6;4.8;4.7;4.8;10;4.7
0021040122;Credenciado;60;A E Sabrina;Rocha & Batista Auto Escola Sc Ltda;02421595000184;Av Prof Castro Junior;108;V Sabrina;Sao Paulo;(011) 2951-5743;Pratico;Nao;Nao;Nao;4.8;4.6;4.6;4.7;4.3;4.6;4.8;9;4.6
0000490171;Credenciado;70;A E Sacrini &pimenta;Centro Formacao Condutores Sacrini & Pimenta Ltda;06141175000103;Av Sao Lourenco;47;Lavapes;Braganca Paulista;(011) 4034-4042;Pratico;Nao;Nao;Nao;--;--;--;--;--;--;--;0;--
0000761088;Credenciado;64;A E Santa Branca;Auto Escola Santa Branca Ltda Me;00493730000171;Rua Rui Barbosa;335;Centro;Jacarei;(012) 3951-5589;Pratico;Nao;Nao;Sim;4.9;4.8;4.6;4.7;4.8;4.2;4.9;18;4.7
0004150122;Credenciado;55;A E Santa Clara;Autoescola Santa Clara Ltda;62560255000166;Av Sapopemba;3495;Vl Regent Feijo;Sao Paulo;(011) 2216-0328;Pratico;Nao;Nao;Nao;--;--;--;--;--;--;--;0;--
0002530535;Credenciado;53;A E Santa Ines;Centro De Formacao De Condutores Davoli Ltda;05168979000125;R Fauze Dimas Lumumba Goncalv;758;Santa Ines I;Sao Jose Dos Campos;(012) 3902-4051;Pratico;Nao;Nao;Nao;4.9;5.0;4.8;5.0;5.0;4.9;5.0;11;4.9
0000071767;Credenciado;56;A E Santa Tereza;Centro De Formacao De Condutores Santa Tereza Ltda;51441343000122;Lrg Tancredo De Almeida Neves;45;Jd Sta Tereza;Embu Das Artes;(011) 4782-4014;Pratico;Nao;Nao;Sim;4.0;4.2;4.2;4.5;4.5;4.2;4.5;4;4.3
0000400171;Credenciado;61;A E Sao Cristovao;Centro De Formacao Sao Cristovao S/c Ltda;54143144000126;Av Antonio Pires Pimentel;1037;Centro;Braganca Paulista;(011) 4333-3104;Pratico;Nao;Nao;Sim;5.0;4.5;5.0;5.0;5.0;5.0;5.0;2;4.9
0000070017;Credenciado;85;A E Sao Cristovao;Cichetto E Cichetto Ltda;47580642000170;Av Gloria;164;Vl Gloria;Assis;(018) 3322-2008;Pratico;Nao;Nao;Nao;5.0;5.0;5.0;5.0;5.0;4.5;5.0;2;4.9
0000160647;Credenciado;80;A E Sao Cristovao;Auto Escola Sao Cristovao Ltda - Me;48318331000109;Rua Quatro;2157;Centro;Jales;(017) 3632-4645;Pratico;Nao;Nao;Nao;4.5;4.5;4.5;4.5;3.5;4.2;4.5;4;4.3
0000161277;Credenciado;64;A E Sao Cristovao;Mauricio Frade De Gouveia Auto Escola Me;60377892000176;R Prof Thomaz Galhardo;958;Centro;Ubatuba;(012) 3832-2492;Pratico;Nao;Nao;Nao;4.7;4.5;4.4;4.6;4.2;3.9;4.6;10;4.4
0000400017;Credenciado;77;A E Sao Francisco Ta;Auto Escola Vilela Ltda Me;09165886000106;Av Taruma;157;Vl Dos Estados;Taruma;(018) 3329-2662;Teorico e pratico;Nao;Nao;Nao;4.2;4.8;4.8;4.8;4.5;4.0;4.8;4;4.5
0006670122;Credenciado;62;A E Sao Judas Tadeu;Sales & Sales Ltda;47739511000193;R Cancoes Do Preludio;245;Itaim Paulista;Sao Paulo;(011) 2963-3571;Pratico;Nao;Nao;Sim;4.5;4.5;4.6;4.5;3.8;4.1;4.5;18;4.4
0001060206;Credenciado;60;A E Sao Judas Tadeu;Centro De Formacao De Condutores Bsjt Ltda;07088705000151;Rua Olegario Paiva;631;Centro;Mogi Das Cruzes;(011) 4796-7696;Pratico;Nao;Nao;Nao;5.0;5.0;4.5;4.5;4.5;4.5;4.5;2;4.6
0000192089;Credenciado;48;A E Sao Judas Tadeu;Cfc B Guararema Ltda Me;22509427000152;Rua Dezenove De Setembro;147;Centro;Guararema;(011) 4693-5564;Pratico;Nao;Nao;Nao;4.9;4.6;4.2;5.0;3.8;4.1;4.9;14;4.5
0000730143;Credenciado;58;A E Sao Paulo;A E Sao Paulo Sc Ltda;02357249000184;Av Miguel Sabio De Mello;66;Parque Castelo;Franca;(016) 3721-1178;Pratico;Nao;Nao;Nao;--;--;--;--;--;--;--;0;--
0002890535;Credenciado;70;A E Sao Paulo;Centro De Form De Cond A/b Lima & Marques Ltda Me;11882017000136;Rua Das Papoulas;46;Jd Motorama;Sao Jose Dos Campos;(012) 3929-6241;Teorico e pratico;Sim;Nao;Nao;4.6;4.8;5.0;5.0;4.8;4.4;4.6;5;4.7
0000520136;Credenciado;54;A E Sao Sebastiao;Centro Form De Condutores Sao Sebastiao S/c Ltda.;04936154000140;R Dr Souza Alves;626;Centro;Taubate;(012) 3424-3824;Pratico;Nao;Nao;Nao;4.9;4.6;4.4;4.5;4.5;4.7;4.8;13;4.6
0000460150;Credenciado;80;A E Sinal Verde;Autoescola Sinal Verde De Chavantes Ltda;06540995000160;R Sen Mello Peixoto;327;Centro;Chavantes;(014) 3342-1960;Teorico e pratico;Nao;Nao;Sim;--;--;--;--;--;--;--;0;--
0000790143;Credenciado;66;A E Status;Auto Escola Status Sc Ltda Me;03649439000138;R Hercilio Batista Avelar;789;Paruq Progresso;Franca;(016) 3702-7742;Pratico;Nao;Nao;Nao;--;--;--;--;--;--;--;0;--
0001001515;Credenciado;76;A E Suprema;Cfc Suprema Ha Ltda Me;97550105000156;R Santa Luzia;679;Vl Santa Luzia;Taboao Da Serra;(011) 4137-2996;Pratico;Nao;Nao;Sim;4.1;3.7;3.4;4.6;3.9;4.0;4.1;7;4.0
0001060535;Credenciado;54;A E Transforma;Formatran Centro - Centro De Formacao Cond Ltda;04945219000114;Rua Sebastiao Humel;439;Centro;Sao Jose Dos Campos;(012) 3341-4028;Pratico;Nao;Nao;Nao;4.6;4.7;4.2;4.7;4.4;4.7;4.7;10;4.6
0001600143;Credenciado;71;A E Uniao;Ae Uniao Sc Ltda;51821262000310;R General Carneiro;1824;Centro;Franca;(016) 3722-3040;Pratico;Nao;Nao;Nao;4.6;4.6;4.6;4.8;4.6;4.8;4.8;11;4.7
0000551557;Credenciado;68;A E Vitoria Bairro;Centro De Formacao De Condutores Vitoria Valinhos;31723902000180;Rodovia Flavio De Carvalho;1997;Capuava;Valinhos;(019) 3869-8081;Teorico e pratico;Nao;Sim;Sim;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2;5.0
0000190199;Credenciado;81;A E Votuporanga;Cfc Votuporanga Ltda Me;04698365000192;Rua Pernambuco;4058;Centro;Votuporanga;(017) 3421-1421;Pratico;Sim;Nao;Nao;4.8;4.4;4.8;4.8;4.8;3.6;4.8;5;4.6
0001120143;Credenciado;68;A E Wilson;A E Wilson Sc Ltda;02243456000108;Rua Primeiro Centenario;598;V Pandolf;Franca;(016) 3720-9471;Pratico;Nao;Nao;Nao;--;--;--;--;--;--;--;0;--
0000101585;Credenciado;88;A Esc Guanabara Sc;Centro De Formacao De Condutores Guanabara Sc Ltda;02481995000185;R Cel Luiz Pinto;127;Centro;Santa Lucia;(016) 3396-1200;Teorico e pratico;Nao;Nao;Nao;--;--;--;--;--;--;--;0;--
0000551851;Credenciado;63;A Esc Sao Cristovao;Auto Escola Sao Cristovao S S Ltda - Me;45913563000370;Av Octavio Augusto Rangel;909;J Toledo;Votorantim;(015) 3353-7499;Pratico;Nao;Nao;Nao;--;--;--;--;--;--;--;0;--
0000131557;Credenciado;60;A Escola Bandeirante;Cfc Bandeirantes De Valinhos Ltda;06093466000165;Rua Italia;163;Jd Ribeiro;Valinhos;(019) 3871-3652;Pratico;Nao;Nao;Nao;5.0;5.0;5.0;5.0;5.0;4.5;5.0;2;4.9
0003791018;Credenciado;53;A Escola Casagrande;Centro De Formacao De Condutores Rayon Ltda.;64707805000152;R Conego Valadao;1022;Gopouva;Guarulhos;(011) 2408-4865;Pratico;Nao;Nao;Nao;5.0;4.0;4.0;5.0;4.0;4.0;4.0;1;4.3
0004150101;Credenciado;62;A Escola Guatapara;Centro De Form De Condutores B Guatapara Ltda Me;01783665000181;Rua Dos Alecrins;101;Centro;Guatapara;(016) 3973-0219;Teorico e pratico;Nao;Nao;Sim;--;--;--;--;--;--;--;0;--
0000160696;Credenciado;70;A Escola Martinelli;Auto Escola Martinelli Sc Ltda;02961358000106;R Riachuelo;325;Centro;Pederneiras;(014) 2522-975;Teorico e pratico;Nao;Nao;Sim;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2;5.0
0000430087;Credenciado;60;A Escola Santo Andre;Auto Moto Escola Santo Andre S/c Ltda.;02866633000102;Rua Santa Cruz;721;Centro;Piracicaba;(019) 4331-592;Pratico;Nao;Nao;Nao;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2;5.0
0000910164;Credenciado;59;A Escola Sinal Verde;A Franchi Auto Escola Ltda;09676383000197;R Dr Antenor Soares Gandra;161;Jd Santana;Jundiai;(011) 4533-0188;Teorico e pratico;Nao;Nao;Nao;4.4;3.9;4.2;4.3;4.1;3.9;4.6;18;4.2
0001120087;Credenciado;58;A Escola Vila Sonia;Auto Escola Vila Sonia S/c Ltda.-me.;02670725000112;Rua Peixoto Gomide;347;Jd M Claudia;Piracicaba;(019) 3425-4781;Pratico;Nao;Nao;Nao;4.4;4.6;4.6;4.2;4.0;4.6;4.4;5;4.4
0000190899;Credenciado;62;A M E Albatroz Ii;Auto Moto Escola Albatroz Ii;07216996000116;Av Jose Herculano;5769;Porto Novo;Caraguatatuba;(012) 3887-7809;Teorico e pratico;Nao;Sim;Sim;4.8;4.6;4.2;4.4;3.8;4.0;4.9;16;4.4
0000041879;Credenciado;75;A M E Bee Bee Tremem;Auto Moto Escola Bee Bee Tremembe Ltda;00498203000150;Rua Souza Ribeiro;269;Centro;Tremembe;(012) 3672-1410;Teorico e pratico;Nao;Sim;Sim;5.0;4.6;4.4;4.8;4.2;4.0;4.6;5;4.5
0000072229;Credenciado;62;A M E Campo Largo;Cfc B Campo Largo Ltda;17216164000153;Rua Antonio Alves De Oliveira;36;Centro;Aracoiaba Da Serra;(015) 3281-4442;Pratico;Nao;Nao;Sim;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2;5.0
0000250248;Credenciado;81;A M E Cidade Azul;Auto Moto Escola Cidade Azul Ltda Me;10177096000111;Rua 14;310;Consolacao;Rio Claro;(019) 3435-5829;Pratico;Nao;Nao;Nao;5.0;5.0;4.8;5.0;4.8;3.5;5.0;4;4.7
0000131774;Credenciado;66;A M E Estrada;Cfc B Nova Estrada Ltda;07223596000138;Est De Sta Isabel;1430;Vl Zezuina;Itaquaquecetuba;(011) 4642-4849;Pratico;Nao;Nao;Sim;4.8;4.8;4.7;5.0;5.0;4.7;4.8;11;4.8
